Alaska Native religions	Arctic and Subarctic traditions emphasizing animal spirits and shamanism.
Alaskan shamanism	Northern shamanic practices with animal helpers and soul journeys.
Inuit religion	Arctic tradition venerating Sedna sea goddess and spirit world.
Tanana shamanism	Athabaskan tradition with animal spirits and healing practices.
Yupik shamanism	Alaskan Eskimo tradition emphasizing seal spirits and masked ceremonies.
Yuit shamanism	Siberian Yupik practices with sea mammal spirits and winter festivals.
Sirenik shamanism	Extinct Eskimo tradition from Bering Strait region.
Andoque religion	Colombian Amazon tradition with creator and forest spirit beings.
Anishinaabe beliefs	Great Lakes Algonquian traditions teaching Great Spirit and clan totems.
Ojibwe religion	Anishinaabe branch emphasizing Gitche Manitou and medicine societies.
Midewiwin	Grand Medicine Society teaching healing, prophecy, and sacred scrolls.
Wabunowin	Ojibwe Dawn Society focusing on vision quests and spiritual power.
Apache religion	Southwestern tradition with Mountain Spirits and coming-of-age ceremonies.
Arhuaco spirituality	Colombian Sierra Nevada tradition teaching cosmic balance and sacred sites.
Atacama religion	Chilean desert tradition with Pachamama and high-altitude shrines.
Blackfoot religion	Plains tradition emphasizing Sun Dance and sacred bundles.
Bororo totemism	Brazilian Central tradition with elaborate clan system and funeral rites. 
Caddo religion	Southern Plains tradition teaching creator Ayanat and sacred fire.
Achomawi religion	Northern California Pit River tradition with Annikadel creator.
Acjachemen religion	Southern California coastal tradition with creator Chinigchinix.
Kuksu	California secret society cult with elaborate masked dances and initiation.
Cahto religion	Northern California tradition with earth-initiatrix creation myth.
Esselen beliefs	Central California coastal tradition with maritime and acorn economy spirits.
Pomo religion	Northern California tradition with Kuksu cult and poison doctor shamans.
Mohave religion	Colorado River tradition emphasizing dreaming power and creation myths.
Wiyot religion	Northwestern California tradition with world renewal ceremonies.
Calusa religion	Florida shell-mound culture with elaborate temples and royal burials.
Cherokee beliefs	Southeastern tradition teaching harmony, sacred fire, and Green Corn Ceremony.
Four Mothers Society	Cherokee traditionalist movement preserving stomp dance and ceremonies.
Keetoowah Society	Cherokee secret society maintaining traditional beliefs against assimilation.
Croatan beliefs	North Carolina Lumbee tradition with possible Lost Colony connections.
Crow religion	Plains tradition with Sun Dance, vision quests, and tobacco society.
Garifuna spirituality	Afro-indigenous Honduran tradition blending Carib and African elements.
Guarayos beliefs	Bolivian lowland tradition with creator Tumpa and forest spirits.
Guayupe religion	Extinct Colombian tradition with sun worship and warrior societies.
Gwich'in beliefs	Athabaskan tradition emphasizing caribou spirits and shamanic practices.
Huaorani religion	Ecuadorian Amazon tradition with jaguar transformation and spear hunting.
Hupda cosmgony	Brazilian Amazonian origin stories teaching creator and culture heroes. 
Inca religion	Andean imperial religion worshiping Inti sun god with human sacrifice.
Aymara religion	Andean tradition venerating Pachamama earth mother and mountain spirits.
Chauvin religion	Pre-Incan Andean tradition at Chavín de Huántar with feline deity.
Nazca religion	Peruvian desert culture creating geoglyphs for sky deity worship.
Taki Unquy	Andean nativist movement teaching return of huacas against Spanish.
Wari' beliefs	Brazilian Amazonian tradition teaching endocannibalism and transformation.
Illinois religion	Algonquian tradition with Manitou spirits and calumet ceremonies.
Jivaroan religion	Amazonian cluster emphasizing head-shrinking and visionary shamanism.
Achuar religion	Ecuadorian-Peruvian tradition teaching soul plurality and dream visions.
Aguaruna religion	Peruvian tradition teaching ancestor souls and ayahuasca visions.
Shuar shamanism	Ecuadorian tradition emphasizing tsentsak spirit darts and soul protection.
Karankawa religion	Extinct Texas coastal tradition with mortuary cannibalism.
Kayabi religion	Brazilian tradition with creator Mait and elaborate origin myths.
Kalapalo beliefs	Brazilian Xingu tradition teaching powerful beings and ritual exchange.
Kalinago religion	Caribbean island tradition with maboya spirits and shamanic boyez.
Kichwa religion	Ecuadorian highland tradition with Pachamama and sacred mountains.
Kogi religion	Colombian tradition teaching cosmic balance through ritual offerings.
Kuikoro religion	Brazilian Xingu tradition with creator Kuikoro and ritual community.
Lokono religion	Guyanese Arawak tradition with creator Kururumany and nature spirits.
Maleku beliefs	Costa Rican tradition teaching Tocu creator and ancestor communication.
Mandan religion	Plains tradition with Lone Man creator and Okipa ceremony.
Mapuche religion	Chilean-Argentine tradition venerating Ngenechen and machi shamans. 
Marajoara religion	Amazon river mouth culture with elaborate ceramic funeral urns.
Matses beliefs	Peruvian-Brazilian tradition with frog medicine and jaguar shamanism.
Mesoamerican religion	Central American traditions emphasizing sacrifice and cosmic cycles.
Aztec religion	Imperial tradition teaching cosmic cycles, flower wars, and heart sacrifice.
Classical Veracruz religion	Gulf Coast culture with ballgame ritual and intricate carved art.
Cora religion	Mexican highland tradition maintaining peyote and ancestral ceremonies.
Huichol religion	Mexican tradition teaching sacred pilgrimage to Wirikuta for peyote.
Maya religion	Complex civilization teaching cosmic cycles and bloodletting rituals.
Chuj religion	Guatemalan Maya maintaining traditional calendar and mountain spirits.
Cult of The Talking Cross	Yucatec Maya syncretic movement following miraculous speaking cross.
Huastec religion	Gulf Maya tradition with distinct deity pantheon and practices.
Lacandon religion	Isolated Maya preserving traditional gods and incense burner ceremonies.
Mazatec religion	Mexican tradition famous for María Sabina's mushroom healing ceremonies.
Mazatec shamanism	Oaxacan practice using sacred mushrooms for healing and divination.
Maximon	Guatemalan syncretic saint combining Maya deity with Catholic imagery.
Mopan religion	Belizean Maya teaching ch'ulel soul and sacred caves.
Pech religion	Honduran tradition with sky deity and shamanic healing practices.
Q'eqchi' religion	Guatemalan Maya emphasizing Tzuultaq'a mountain-valley spirits.
Tzeltal religion	Chiapas Maya teaching nagual animal companions and layered cosmos.
Tzotzil religion	Highland Maya tradition teaching layered cosmos and ancestor reverence.
Tzʼutujil religion	Lake Atitlán Maya with Maximón veneration and cofradía system.
Mixe religion	Oaxacan tradition teaching thunder deity and communal tequio labor.
Nagualism	Mesoamerican belief in human-animal spirit companion transformation.
Olmec religion	Foundational civilization teaching jaguar worship and shamanic transformation.
Purépecha religion	Tarascan empire tradition with fire worship and unique pantheon.
Teotihuacan religion	Ancient city's tradition centering on Feathered Serpent and Storm God.
Tepehuan beliefs	Mexican highland tradition maintaining deer dance and peyote ceremonies.
Tlapanec religion	Guerrero tradition maintaining rain petitions and agricultural ceremonies.
Totonac religion	Gulf Coast tradition famous for Voladores flying pole ceremony.
Zapotec religion	Oaxacan tradition teaching cosmic layers and powerful lightning beings. 
Mi'kmaq religion	Maritime Canadian tradition teaching Glooscap creator and transformation.
Mohawk religion	Iroquois tradition with sky woman creation and Longhouse religion.
Muisca religion	Colombian highland tradition teaching El Dorado and lake offerings.
Muzo religion	Colombian emerald-mining culture with unique deity pantheon.
Navajo beliefs	Southwestern tradition teaching Holy People and elaborate healing ceremonies.
Omaha religion	Plains tradition with sacred pole, vision quests, and sun dance.
Osage spirituality	Plains tradition teaching Wah'Kon-Tah creator and clan divisions.
Parakanã shamanism	Brazilian tradition with jaguar spirits and intensive trance singing.
Pemon religion	Venezuelan Gran Sabana tradition teaching Makunaima and tepui spirits.
Penobscot spirituality	Maine Wabanaki tradition with Glooskap trickster and shamanic practice.
Pericues religion	Extinct Baja California tradition with distinctive two-god dualism.
Piaroa religion	Venezuelan tradition teaching powerful beings and yopo shamanism.
Powhatan religion	Virginia Algonquian tradition with Ahone creator and Okeus deity.
Pueblo religion	Southwestern traditions emphasizing kachinas and corn mothers.
Acoma Pueblo religion	Sky City tradition maintaining corn mothers and kachina dances.
Ancestral Pueblo religion	Ancient southwestern tradition with kivas and rain ceremonies.
Puruhá religion	Ecuadorian highland tradition with mountain deity veneration.
Q'ero beliefs	Andean tradition maintaining ayni reciprocity and mountain spirit offerings.
Rikbaktsa beliefs	Brazilian tradition with creator Mayku-yotopo and elaborate ritual life.
Seminole religion	Florida tradition preserving Green Corn Ceremony and stomp dance.
Seri religion	Sonoran coastal tradition teaching sea and desert spirit beings.
Sioux religion	Plains confederation traditions emphasizing Wakan Tanka and sacred pipe.
Lakota religion	Sioux branch teaching White Buffalo Calf Woman and Seven Sacred Rites.
Wocekiye	Lakota "praying" tradition emphasizing pipe ceremony and vision quest.
Southeastern Ceremonial Complex (religion of the Mississippian culture)	Mound-building culture with birdman and serpent imagery.
Earth Cult	Mississippian religious manifestation emphasizing earth mother symbolism.
Sukianism	Lesser-known Mississippian religious manifestation.
Taensa religion	Louisiana temple mound culture with sun worship and sacred fire.
Taino religion	Caribbean tradition teaching Yúcahu creator and zemí spirit beings.
Tairona religion	Colombian Sierra Nevada culture building ceremonial stone cities.
Tapirape shamanism	Brazilian tradition with shamanic dreaming and soul protection.
Tehuelche religion	Patagonian tradition teaching supreme Kóoch and hunting spirits.
Ticuna shamanism	Amazonian tradition with yagé visions and jaguar transformation.
Toba religion	Argentine Chaco tradition with creator and shamanic tobacco healing.
Tlingit religion	Alaska Panhandle tradition teaching Raven creator and potlatch ceremonies.
Wai-Wai religion	Guyanese tradition with creator Mauari and vision quest shamanism.
Wapishana religion	Guyana-Brazil borderland tradition with creator and sky spirits.
Warao religion	Venezuelan delta tradition teaching canoe spirits and shamanic tobacco.
Washat Dreamers Religion	Columbia Plateau revival teaching dreamer-prophets and sacred dances.
Wayuu religion	Colombian-Venezuelan Guajira tradition with Maleiwa creator and spirits.
Wyandot religion	Huron tradition teaching sky creator and elaborate condolence ceremonies.
Yaqui religion	Mexican tradition synthesizing Sonoran beliefs with Catholic elements.
Yaruro religion	Venezuelan plains tradition teaching creator Puana and flood mythology.
Austroasiatic	Southeast and South Asian traditions of Austroasiatic language speakers.
Asur religion	Indian tribal tradition venerating nature spirits and practicing iron-smelting rituals.
Birhor traditional religion	Indian forest tradition with nature spirits and hunting ceremonies.
Bru religion	Vietnamese-Laotian highland tradition with ancestor and spirit veneration.
Vietnamese folk religion	Syncretic tradition blending Buddhism, Taoism, and Confucianism.
Cá Ông worship	Vietnamese coastal cult venerating whales as sacred protectors.
Đạo Mẫu	Vietnamese goddess worship tradition with spirit possession and mediumship.
Four Palaces	Đạo Mẫu pantheon of goddesses governing four cosmic realms.
Thánh Trần worship	Vietnamese cult honoring deified Trần dynasty princes.
Ka Niam Khasi	Meghalayan tradition teaching creator U Blei and matrilineal customs.
Mon religion	Historical Buddhist tradition of Mon people with distinctive practices.
Muong ethnic religion	Vietnamese highland tradition venerating ancestors and nature spirits.
Nicobarese traditional religion	Andaman Islands animism with spirits and shamanic practices.
Nocte religion	Northeastern Indian tradition with spirit worship and animal sacrifice.
Ka Niamtre	Jaintia traditional religion teaching supreme deity and clan rituals.
Paoch animism	Cambodian Mnong tradition with nature spirits and buffalo sacrifice.
Sari Dharam	Indian Sarna tribal religion teaching sacred groves and nature worship.
Sarnaism	Adivasi tradition emphasizing sacred sal groves and nature deity worship.
Senoi ethnic religion	Malaysian aboriginal tradition with dream interpretation and spirit beliefs.
Sora traditional beliefs	Odisha tribal tradition with elaborate funeral dialogues with dead.
Tampuan animism	Cambodian highland tradition with nature spirits and rice rituals.
Ta Oi animism	Laotian-Vietnamese highland tradition venerating spirits and ancestors.
Wancho religion	Northeastern Indian tradition with head-hunting past and spirit beliefs.
Austronesian	Island Southeast Asia and Pacific traditions of seafaring peoples.
Amis native religion	Taiwanese indigenous tradition venerating Kawas spirits and ancestors.
Aliran Kepercayaan	Indonesian indigenous spiritual movements recognized by state.
Adat Pu'un	Sundanese indigenous tradition maintaining ancestral customs and rituals.
Aluk	Torajanese tradition teaching elaborate funeral rites and ancestor houses.
Batak Parmalim	Sumatran indigenous religion teaching Debata Mulajadi supreme deity.
Dayak religion	Bornean indigenous traditions with nature spirits and headhunting past.
Kaharingan	Official Dayak religion emphasizing Ranying Hatala supreme deity. 
Jingi Tiu	Sumbanese traditional religion venerating Marapu ancestors and spirits.
Kejawèn	Javanese mystical tradition blending Islam with pre-Islamic Hindu-Buddhist elements.
Kapitayan	Ancient Tagalog animistic tradition with bathala deities and nature spirits.
Kangeanese religion	Indonesian island tradition mixing Islam with indigenous practices.
Karo Pemena	Sumatran Batak indigenous tradition teaching Dibata Guru supreme deity.
Kendayan religion	Bornean Dayak tradition with agricultural rituals and spirit beliefs.
Marapu	Sumbanese ancestral religion emphasizing reciprocity with spirit world.
Rejang religion	Sumatran tradition venerating ancestors and practicing elaborate rituals.
Rotenese religion	Eastern Indonesian tradition teaching creator Lamatua and ritual speech.
Saminism Movement	Javanese peasant movement teaching resistance through mysticism.
Sangirese religion	North Sulawesi tradition blending Christianity with ancestral customs.
Sumbawa religion	Indonesian island tradition mixing Islam with indigenous spirit beliefs.
Sundanese Wiwitan	West Javanese indigenous tradition venerating Sang Hyang Kersa creator.
Wai Apu religion	Timorese tradition emphasizing sacred water and ancestral spirits.
Carolinian religion	Micronesian tradition teaching navigation spirits and clan ancestors.
Chamorro religion	Guamanian tradition teaching Puntan creator and ancestral taotaomona spirits.
Chuukese religion	Micronesian tradition with sky deities and clan spirits.
Dayawism	Mindanao indigenous religion blending animism with agricultural rituals.
Batak folk religion	Philippine Palawan tradition with nature spirits and shamanic healing.
Bicolano religion	Philippine tradition venerating Gugurang volcano deity and ancestors.
Blaan folk religion	Mindanao highland tradition with supreme Melu and spirit beliefs.
Capiznon folk religion	Philippine tradition blending Catholic and indigenous spirit beliefs.
Cuyunon folk religion	Palawan tradition maintaining spirit world and healing practices.
Gaddang folk religion	Northern Philippine tradition with supreme Nanolay and nature spirits.
Ifugao folk religion	Philippine rice terrace culture venerating Kabunian and ancestor bulol.
Ilocano folk religion	Northern tradition venerating Parsua creator and ancestral anito spirits.
Itneg folk religion	Cordillera tradition with supreme deity and ancestor veneration.
Kalinga folk religion	Philippine headhunting tradition with spirit beliefs and body art.
Kankanaey folk religion	Cordillera tradition teaching Kabunian deity and ancestor rituals.
Karay-a folk religion	Visayan tradition blending Catholic saints with indigenous spirits.
Mangyan folk religion	Mindoro indigenous traditions with various spirit hierarchies.
Palawan folk religion	Island traditions emphasizing nature spirits and shamanic healing.
Pangasinan folk religion	Northern tradition venerating Ama-Gaoley creator and nature deities.
Philippino Witchcraft	Folk magical beliefs in aswang shapeshifters and supernatural beings.
Sama Bajau folk religion	Sea nomad tradition with ocean spirits and boat rituals.
Sambal folk religion	Central Luzon tradition blending Catholic and indigenous spirit beliefs.
Subanon folk religion	Mindanao tradition teaching Diwata Migbebaya supreme deity.
Tagalog religion	Luzon tradition teaching Bathala creator and diwata nature spirits.
Tagbanwa folk religion	Palawan tradition venerating Mangindusa creator and nature spirits.
Pulahan	Philippine syncretic movement blending folk religion with messianic themes.
Tboli folk religion	Mindanao tradition with creator Kadaw La Sambad and dream beliefs.
Teduray folk religion	Mindanao tradition emphasizing equality and Minaden supreme being.
Visayan folk religion	Central Philippine tradition venerating Kan-Laon and nature diwata. 
Hawaiian religion	Polynesian tradition teaching akua gods, mana power, and kapu system.
Jarai religion	Vietnamese highland tradition with water buffalo sacrifice and jar burials.
Kanakanavu native religion	Taiwanese indigenous tradition with sacred eels and ancestor spirits.
Malaysian folk religion	Syncretic practices blending Islam, Buddhism, and indigenous animism.
Datuk Keramat	Malaysian cult venerating local guardian spirits at shrines.
Jakun religion	Malaysian aboriginal tradition with nature spirits and shamanic healing.
Pengarap Iban	Bornean dream interpretation tradition with augury and spirit guidance.
Melanau religion	Sarawakian coastal tradition with nature spirits and elaborate rituals.
Momolianism	Sabahan indigenous revival movement teaching traditional Kadazan-Dusun beliefs.
Murut religion	Bornean tradition with headhunting past and elaborate death rituals.
Orang Kanaq religion	Malaysian aboriginal tradition with forest spirits and shamanism.
Orang Seletar religion	Malaysian sea nomad tradition venerating ocean and beach spirits.
Semai religion	Malaysian aboriginal tradition teaching thunder deity and dream beliefs.
Semaq Beri religion	Malaysian aboriginal tradition with forest spirits and shamanic healing.
Temuan religion	Malaysian aboriginal tradition venerating Moyang creator and nature spirits.
Māori religion	Polynesian tradition teaching Ranginui sky father and Papatuanuku earth mother.
Nauruan indigenous religion	Micronesian tradition with ancestral spirits and ocean deities.
Paiwan shamanism	Taiwanese indigenous tradition with hereditary chiefs and ancestor worship.
Sakizaya native religion	Taiwanese tradition maintaining fire god worship and harvest rituals.
Taivoan animism	Plains Taiwanese aboriginal tradition with nature and ancestor spirits.
Tala-ē-fonua	Tongan traditional religion teaching Tu'i Tonga divine kingship.
Tao native religion	Taiwanese Orchid Island tradition teaching creator and fishing spirits.
Caucasian	Indigenous religions of Caucasus mountain peoples.
Khabzeism	Circassian ethnic religion teaching ancient pantheon and warrior ethos.
Vainakh religion	Chechen-Ingush indigenous tradition with thunder deity and tower shrines.
Dravidian	South Indian indigenous traditions of Dravidian-speaking tribal peoples.
Khond traditional religion	Odisha tribal religion practicing earth goddess worship and sacrifice.
Kota religion	Nilgiri hill tradition with buffalo deity and ironworking ceremonies.
Koyapunem	Koya tribal religion with nature spirits and agricultural rituals.
Sauria Paharia religion	Jharkhand tribal tradition venerating Dharam deity and sacred groves.
Toda religion	Nilgiri pastoralist tradition teaching sacred buffalo and dairy rituals.
Indo-European	Diverse traditions of Indo-European-speaking peoples worldwide.
European shamanism	Northern and Baltic indigenous ecstatic traditions.
Benandanti	North Italian visionary tradition battling witches in spirit realm.
Kalashism	Hindukush polytheistic tradition teaching creator Dezau and pure/impure divisions.
Nagpuria religion	Jharkhand tribal tradition venerating Sing Bonga and nature deities.
Punjabi folk religion	North Indian syncretic practices blending Sikhism, Hinduism, and Sufism.
Tharu religion	Terai belt tradition venerating forest spirits and practicing shamanism.
Matagi spirituality	Japanese mountain hunter tradition venerating yama-no-kami mountain deity. 
Shinto	Japanese indigenous tradition venerating kami spirits and nature.
Shinbutsu-shugo	Syncretic blending of Shinto and Buddhism throughout Japanese history.
Ebisu Cult	Popular worship of Ebisu god of fishermen, commerce, and fortune.
Gion cult	Worship of Gozu Tenno deity associated with plague prevention.
Fujiko	Mount Fuji pilgrimage cult teaching ascent as spiritual purification.
Rokugō Manzan	Yamabushi mountain asceticism blending Shinto with esoteric Buddhism.
Sect Shinto	Meiji-era new religious movements with Shinto characteristics.
Fukko	"Restoration Shinto" emphasizing pure ancient practices without Buddhism.
Taikyō	Great Teaching Institute promoting state Shinto nationalist ideology.
Izumo-taishakyo	Sect centered on Izumo Grand Shrine emphasizing nation-building kami.
Jingukyo	Imperial shrine-centered sect teaching emperor veneration.
Juka	Confucian-influenced Shinto emphasizing ritual propriety and ethics.
Suika	Syncretic sect blending Shinto with Confucian and Daoist philosophy.
Taiseikyō	"Great Accomplishment" sect teaching harmonious living with kami.
Konkōkyō	Modern sect teaching Tenchi Kane no Kami and mediator tradition.
Ontake-kyō	Mount Ontake worship sect emphasizing mountain pilgrimage.
Oomoto	Spiritualist new religion teaching world renewal and divine revelation.
Kurozumikyō	Sect teaching sun deity Amaterasu worship and spiritual healing.
Shugendō	Mountain asceticism blending Shinto, Buddhism, and shamanic practices.
Shrine Shinto	Mainstream tradition centered on local and imperial shrine worship.
Association of Shinto Shrines	Postwar organization coordinating most Japanese shrines.
Kokugaku	"National Learning" movement emphasizing ancient Japanese texts and spirit.
State Shinto	Prewar government system promoting emperor worship and national unity.
Muism	Korean shamanism emphasizing spirit possession and mudang mediums.
Gasin faith	Korean household deity worship maintaining family shrines.
Ryukyuan religion	Okinawan indigenous tradition with priestess noro and ancestor worship. 
Australian Aboriginal religion	Indigenous Australian traditions teaching Dreamtime and ancestral beings.
Gamilaraay dreaming	NSW Aboriginal cosmology teaching creator Baiame and sky heroes.
Tasmanian Aboriginal spirituality	Island traditions with unique cosmology largely lost to colonization.
Dumo spirituality	Australian tradition (specific details unclear in sources).
Fijian ancient religion	Polynesian-Melanesian tradition teaching ancestral spirits and sacred chiefs.
Fore traditional beliefs	PNG highland tradition with sorcery beliefs and mortuary practices.
Kaluli religion	PNG tradition teaching forest spirits and ritual weeping songs.
Kanak traditional beliefs	New Caledonian tradition venerating ancestors and maintaining clan totems.
Korowai religion	PNG tree-dwelling tradition with spirit beliefs and mortuary cannibalism.
Trobriand traditional beliefs	PNG island matrilineal tradition with yam magic and baloma spirits.
Urapmin traditional beliefs	PNG tradition teaching ancestral spirits and moral cosmology.
Negrito	Southeast Asian and Andaman indigenous hunter-gatherer traditions.
Aeta religion	Philippine Negrito tradition teaching Apo Namalyari creator and forest spirits.
Ati animism	Philippine Negrito tradition with nature spirits and shamanic healing.
Onge native religion	Andaman Islands tradition with creator Puluga and ancestor veneration.
Semang animism	Malaysian Negrito tradition teaching thunder deity Karei and dream souls.
Vedda original religion	Sri Lankan aboriginal tradition venerating Nae Yaku spirits.
Paleosiberian	Ancient Siberian indigenous traditions of non-Turkic/Tungusic peoples.
Ainu religion	Hokkaido indigenous tradition teaching kamuy spirits and bear ceremony.
Koryak religion	Kamchatka tradition with Raven creator and reindeer herding rituals.
Itelmen religion	Kamchatka tradition teaching Kutkh creator and volcanic spirits.
Nivkh traditional religion	Sakhalin-Amur tradition with bear festival and clan spirits.
Yukaghir shamanism	Northeastern Siberian tradition with elk spirits and soul beliefs. 
Sino-Tibetan	Tibeto-Burman and Sinitic traditions across Himalayas and China.
Banrawat religion	Limbu tradition venerating nature deities and practicing shamanism.
Bathouism	Bodo religion worshiping Bathou supreme deity represented by siju plant.
Benzhuism	Bai ethnic religion venerating benzhu patron deities and local spirits.
Biate animism	Mizoram-Manipur tradition with nature spirits and shamanic practices.
Bimoism	Yi tradition with bimo priests practicing ritual and divination.
Bon	Tibetan tradition blending pre-Buddhist shamanism with Buddhist elements.
Dongba	Naxi pictographic tradition with shamanic priests and rich mythology.
Hangui	Qiang shamanic tradition with female practitioners and nature spirits.
Burmese folk religion	Syncretic tradition blending Buddhism with nat spirit worship.
Lisu religion	Yunnan-Myanmar tradition teaching sky deity and ancestral spirits.
Chang Naga animism	Northeastern Indian headhunting tradition with spirit beliefs.
Chutia religion	Assamese tradition venerating Kundil Māmā and nature deities.
Chinese folk religion	Popular religion blending ancestors, gods, spirits, and cosmic forces.
Ancestor Worship	Veneration of deceased family members and clan founders.
Chinese folk religion in Southeast Asia	Diaspora adaptation maintaining temples, festivals, and deity worship.
Faism	Miao tradition emphasizing spirit mediumship and healing practices.
Mazu worship	Chinese coastal goddess cult protecting seafarers and fishermen.
Northeast China folk religion	Regional tradition with distinctive deities, shamanism, and practices.
Queen Mother worship	Cult venerating Xi Wangmu, Queen Mother of the West.
Shangdiism	Ancient Chinese monotheistic worship of supreme Shangdi deity.
Shendao	"Way of Gods" referring to Chinese traditional polytheistic practices.
Taiwanese folk beliefs	Island adaptation blending mainland traditions with local elements.
Wang Ye worship	Taiwanese plague god cult with boat-burning rituals.
Wuism	Chinese shamanic tradition with spirit mediums and ecstatic practices.
Jurchen/Qing shamanism	Manchu imperial shamanism with court rituals and clan practices.
Ming shamanism	Chinese folk shamanic practices during Ming dynasty period.
Xínghaode	Confucian-influenced ethical religion emphasizing moral cultivation.
Daba	Mosuo tradition with daba priests practicing shamanic rituals.
Dingba	Pumi ethnic tradition with animistic beliefs and ritual specialists.
Donyi-Polo	Arunachal indigenous religion worshiping sun (Donyi) and moon (Polo).
Songsarek	Garo indigenous religion teaching Tatara Rabuga creator and nature spirits.
Gurung shamanism	Nepali tradition with trance possession and spirit healing practices.
Hani religion	Yunnan tradition venerating sky god and practicing elaborate rituals.
Hnam Sakhua	Mizo traditional religion teaching supreme Pathian and nature spirits.
Jingpo religion	Kachin traditional belief in nat spirits and ancestor veneration.
Kan Khwan	Lao-Thai soul-calling ceremony binding vital essence to body.
Karbi religions	Assamese traditions venerating Arnam-Angho supreme deity and spirits.
Karen animism	Myanmar-Thai highland tradition with nature spirits and sacrifices.
Kiratism	Nepali indigenous religion of Rai and Limbu worshiping nature deities.
Yumaism	Limbu branch teaching Tagera Ningwaphuma creator and ancestral worship.
Krama	Nepalese shamanic tradition with healing and spirit mediumship.
Maring beliefs	Manipuri tradition teaching creator and animistic spirit world.
Miji animism	Arunachal tradition with nature spirits and shamanic practices.
Mizo religion	Mizoram indigenous tradition teaching creator Pathian and spirit hierarchy.
Mro religion	Chittagong Hill Tracts tradition with nature spirits and shamanism.
Nuo folk religion	Chinese exorcism tradition with masked ritual dramas.
Nyezi-No	Apatani indigenous religion teaching ancestor spirits and ritual specialists.
Qiang folk religion	Sichuan tradition with white stone worship and mountain spirits.
Reang religion	Tripura tradition venerating earth goddess and nature spirits.
Sanamahism	Manipuri indigenous religion worshiping Sanamahi household deity.
Tangsa Naga animism	Northeastern Indian tradition with spirit beliefs and sacrifice.
Rangfrah	Karbi supreme deity worship with sacrifice and agricultural festivals.
Tingkao Ragwang Chapriak	Karbi syncretic movement blending indigenous and Christian elements.
Toto nature religion	Bhutan-India borderland tradition venerating nature spirits.
Zahv	Mizo traditional belief system with spirits and ritual practices.
Tai and Miao	Tai-Kadai and Hmong-Mien traditions across southern China and Southeast Asia.
Hlai animism	Hainan island tradition venerating ancestors and nature spirits.
Kev Dab Kev Qhuas	Hmong shamanic tradition teaching spirit world and soul healing.
Kam religion	Dong ethnic tradition venerating ancestors with drum tower worship.
Maonan traditional religion	Guangxi ethnic religion with spirit beliefs and shaman festivals.
Mo	Zhuang shamanic tradition with spirit mediums and agricultural ceremonies.
Pa Then religion	Vietnamese minority tradition with nature spirits and shamanic practices.
Qabiao religion	Guangxi minority tradition maintaining animistic beliefs and practices.
Satsana Phi	Lao-Thai spirit religion venerating phi spirits in nature and ancestors.
Ahom religion	Assamese Tai tradition blending indigenous spirits with Hindu deities.
Giay animism	Vietnamese highland tradition with ancestor and nature spirit worship.
Lamet religion	Lao highland tradition venerating spirits and practicing sacrifice.
Nung religion	Vietnamese-Chinese border tradition with spirit beliefs and shamanism.
Saek religion	Thai-Lao minority tradition maintaining animistic beliefs and ceremonies.
Sui religion	Guizhou tradition teaching water spirits and maintaining unique script.
Then	Tay-Nung shamanic tradition with spirit mediums and ritual specialists. 
Other	Miscellaneous indigenous and syncretic traditions.
Beduin shamanism	Siberian Chukchi tradition with reindeer spirits and trance practices.
Burusho shamanism	Hunza Valley tradition with mountain spirits and ritual healing.
Mari Native Religion	Finno-Ugric tradition venerating supreme Osh-Kugu-Jumo in sacred groves.
John Frum	Vanuatu cargo cult expecting American messiah bringing material wealth.
Johnson cult	New Guinea cargo cult believing Lyndon Johnson would deliver prosperity.
Pomio Kivung	PNG cargo cult teaching ancestors will return with Western wealth.
Prince Philip Movement	Tanna island cult venerating Britain's Duke of Edinburgh as deity.
Vailala Madness	PNG cargo cult with spirit possession and Western-style rituals.
Entheogenic religion	Spiritual movements using psychoactive plants as sacraments.
Vegetalismo religion	Amazonian shamanic tradition using ayahuasca and plant spirit healing.
Church of the Universe	Canadian cannabis-centered spiritual movement.
Healing Church in Rhode Island	Rastafari-influenced marijuana sacrament congregation.
Neo-American Church	Psychedelic church founded by Art Kleps using LSD sacramentally.
Santo Daime	Brazilian ayahuasca church blending Christianity with indigenous shamanism.
Temple of the True Inner Light	Psychedelic church teaching cannabis and entheogens as sacraments.
Tensegrity	Carlos Castaneda movement teaching magical passes from Toltec shamanism.
THC Ministry	Hawaiian cannabis sacrament religion founded by Roger Christie.
União do Vegetal	Brazilian ayahuasca church teaching Christian-influenced spiritual evolution. 
Modern paganism	Contemporary revival and reconstruction of pre-Christian religions.
Paganism	Pre-Christian polytheistic and nature-based religious traditions.
Polytheism	Belief in and worship of multiple deities or divine beings.
Ethnic neopaganism	Modern reconstruction of specific cultural pre-Christian traditions.
Euhemerism	Theory that gods originated as deified historical humans.
Baltic neopaganism	Lithuanian and Latvian revivals of pre-Christian traditions.
Dievturība	Latvian neopagan movement venerating Dievs and traditional deities.
Romuva	Lithuanian revival of Baltic paganism venerating ancient deities.
Caucasian neopaganism	Revival of indigenous Caucasus mountain traditions.
Abkhaz neopaganism	Movement reviving traditional Abkhaz polytheistic beliefs.
Assianism	Ossetian revival of Alan-Scythian religion with Nart epic heroes.
